ID,"Lib.groupId","Lib.artifactId","Lib.version","Compile","Debloat","Debloat.Time","Lib.original.test.error","Lib.original.test.failing","Lib.original.test.passing","Lib.debloat.test.error","Lib.debloat.test.failing","Lib.debloat.test.passing","Size.original.jar","Size.debloat.jar","Size.workaround.jar","Nb.class.original","Nb.method.original","Nb.debloated.classes","Nb.preserved.classes","Nb.debloated.methods","Nb.Dependenies","Nb.bloated.dependenies","Nb.dependeny.class","Nb.bloated.dependeny.class","Nb.preserved.dependeny.class","Nb.dependeny.method","Nb.bloated.dependeny.method","Lib.coverage","Lib.dep.coverage","Lib.all.coverage","Client.groupId","Client.artifactId","Client.Compile","Client.Debloat","Client.original.test.error","Client.original.test.failing","Client.original.test.passing","Client.debloat.test.error","Client.debloat.test.failing","Client.debloat.test.passing","Client.coverage","Cover.lib"
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,39721,22,211,1,0,5,0,0,0,0,0,0,0,0.9549650349650349,0,0.9549650349650349,com.amazonaws.services.dynamodbv2,dynamodb-online-index-violation-detector,True,True,0,0,119,0,0,119,0.29707639107198996,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,39721,22,211,1,0,5,0,0,0,0,0,0,0,0.9549650349650349,0,0.9549650349650349,eu.chocolatejar.eclipse,plugin-cleaner,True,True,0,0,69,3,0,66,0.8928317955997161,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,39721,22,211,1,0,5,0,0,0,0,0,0,0,0.9549650349650349,0,0.9549650349650349,io.github.azige.whitespace,whitespace-interpreter,True,True,0,0,5,0,0,5,0.6926496269249087,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,39721,22,211,1,0,5,0,0,0,0,0,0,0,0.9549650349650349,0,0.9549650349650349,com.bah.lucene,lucene-hdfs-directory,True,True,0,0,21,0,0,21,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,39721,22,211,1,0,5,0,0,0,0,0,0,0,0.9549650349650349,0,0.9549650349650349,buddycloud-channel-directory,buddycloud-channel-directory,True,True,0,0,18,0,0,18,0.09869219360927599,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,39721,22,211,1,0,5,0,0,0,0,0,0,0,0.9549650349650349,0,0.9549650349650349,uk.co.cameronhunter.aws,glacier-cli,True,True,0,0,21,0,0,21,0.24084693427437143,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,39721,22,211,1,0,5,0,0,0,0,0,0,0,0.9549650349650349,0,0.9549650349650349,com.github.cereda,duckity,True,True,0,0,1,0,0,1,0.0,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,39721,22,211,1,0,5,0,0,0,0,0,0,0,0.9549650349650349,0,0.9549650349650349,com.caseystella,spatial_search,True,True,0,0,2,0,0,2,0.2937812723373838,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,39721,22,211,1,0,5,0,0,0,0,0,0,0,0.9549650349650349,0,0.9549650349650349,com.github.cflint,CFLint,True,True,0,0,648,0,0,648,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,39721,22,211,1,0,5,0,0,0,0,0,0,0,0.9549650349650349,0,0.9549650349650349,com.db,logger,True,True,0,0,166,0,0,166,0.011945924056941719,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,39721,22,211,1,0,5,0,0,0,0,0,0,0,0.9549650349650349,0,0.9549650349650349,LCSB-Binning,LCSB-Binning,True,True,0,0,9,0,1,8,0.2434394193188163,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,39721,22,211,1,0,5,0,0,0,0,0,0,0,0.9549650349650349,0,0.9549650349650349,com.cloudera.seismic,seismic,True,True,0,0,4,0,0,4,0.033867276887871854,False
