ID,"Lib groupId","Lib artifactId","Lib version","Compile","Debloat","Debloat Time","Lib original test error","Lib original test failing","Lib original test passing","Lib debloat test error","Lib debloat test failing","Lib debloat test passing","Size original jar","Size debloat jar","Nb class original","Nb method original","Nb debloated classes","Nb preserved classes","Nb debloated methods","Nb Dependenies","Nb bloated dependenies","Nb dependeny class","Nb bloated dependeny class","Nb preserved dependeny class","Nb dependeny method","Nb bloated dependeny method","Lib coverage","Lib dep coverage","Lib all coverage","Client groupId","Client artifactId","Client Compile","Client Debloat","Client original test error","Client original test failing","Client original test passing","Client debloat test error","Client debloat test failing","Client debloat test passing","Client coverage","Cover lib"
alibaba_fastjson_1.2.47,com.alibaba,fastjson,1.2.47,True,True,588.41,0,0,4252,0,0,4252,547554,527262,221,1821,9,9,40,48,48,35772,35772,0,0,0,0.8647643512350354,0,0.8647643512350354,com.hupper0.interview,interview,False,False,,,,,,,,False
alibaba_fastjson_1.2.47,com.alibaba,fastjson,1.2.47,True,True,588.41,0,0,4252,0,0,4252,547554,527262,221,1821,9,9,40,48,48,35772,35772,0,0,0,0.8647643512350354,0,0.8647643512350354,JavaUnser,JavaUnser,True,True,0,0,1,0,0,1,0.0,False
alibaba_fastjson_1.2.47,com.alibaba,fastjson,1.2.47,True,True,588.41,0,0,4252,0,0,4252,547554,527262,221,1821,9,9,40,48,48,35772,35772,0,0,0,0.8647643512350354,0,0.8647643512350354,com.github.sea-huang,loggable,False,False,,,,,,,,False
alibaba_fastjson_1.2.47,com.alibaba,fastjson,1.2.47,True,True,588.41,0,0,4252,0,0,4252,547554,527262,221,1821,9,9,40,48,48,35772,35772,0,0,0,0.8647643512350354,0,0.8647643512350354,top.zeemoo,mail-plus,False,False,,,,,,,,False
alibaba_fastjson_1.2.47,com.alibaba,fastjson,1.2.47,True,True,588.41,0,0,4252,0,0,4252,547554,527262,221,1821,9,9,40,48,48,35772,35772,0,0,0,0.8647643512350354,0,0.8647643512350354,com.zhishiquan,open-api-sdk,False,False,,,,,,,,False
alibaba_fastjson_1.2.7,com.alibaba,fastjson,1.2.7,True,True,3011.548,0,0,4888,0,0,4888,652401,646270,260,2241,2,0,45,99,99,54606,54606,0,0,0,0.8761474457896495,0,0.8761474457896495,top.danny.log,desensitized,True,True,0,0,9,0,0,9,0.7878513145965549,True
alibaba_fastjson_1.2.7,com.alibaba,fastjson,1.2.7,True,True,3011.548,0,0,4888,0,0,4888,652401,646270,260,2241,2,0,45,99,99,54606,54606,0,0,0,0.8761474457896495,0,0.8761474457896495,cn.rui0,deserialize_test,False,False,,,,,,,,False
alibaba_fastjson_1.2.7,com.alibaba,fastjson,1.2.7,True,True,3011.548,0,0,4888,0,0,4888,652401,646270,260,2241,2,0,45,99,99,54606,54606,0,0,0,0.8761474457896495,0,0.8761474457896495,Kafka-Insight,Kafka-Insight,True,True,0,0,3,0,0,3,0.047795632468067575,False
alibaba_fastjson_1.2.7,com.alibaba,fastjson,1.2.7,True,True,3011.548,0,0,4888,0,0,4888,652401,646270,260,2241,2,0,45,99,99,54606,54606,0,0,0,0.8761474457896495,0,0.8761474457896495,cn.edu.ncut,doubanWebSpider,False,False,,,,,,,,False
alibaba_fastjson_1.2.7,com.alibaba,fastjson,1.2.7,True,True,3011.548,0,0,4888,0,0,4888,652401,646270,260,2241,2,0,45,99,99,54606,54606,0,0,0,0.8761474457896495,0,0.8761474457896495,com.wustrive,aes-rsa-java,False,False,,,,,,,,False
alibaba_fastjson_1.2.54,com.alibaba,fastjson,1.2.54,True,True,905.362,0,0,4535,0,0,4535,590973,583993,229,2016,3,2,33,49,49,36513,36513,0,0,0,0.8837315700424709,0,0.8837315700424709,com.kefu,netty-socket,True,True,0,0,1,0,0,1,0.0,False
alibaba_fastjson_1.2.54,com.alibaba,fastjson,1.2.54,True,True,905.362,0,0,4535,0,0,4535,590973,583993,229,2016,3,2,33,49,49,36513,36513,0,0,0,0.8837315700424709,0,0.8837315700424709,com.github.UncleCatMySelf,InChat,False,False,,,,,,,,False
alibaba_fastjson_1.2.54,com.alibaba,fastjson,1.2.54,True,True,905.362,0,0,4535,0,0,4535,590973,583993,229,2016,3,2,33,49,49,36513,36513,0,0,0,0.8837315700424709,0,0.8837315700424709,com.wenge.datagroup,mbloglogin,False,False,,,,,,,,False
alibaba_fastjson_1.2.54,com.alibaba,fastjson,1.2.54,True,True,905.362,0,0,4535,0,0,4535,590973,583993,229,2016,3,2,33,49,49,36513,36513,0,0,0,0.8837315700424709,0,0.8837315700424709,com.github.dadiyang,dataprocessor,False,False,,,,,,,,False
alibaba_fastjson_1.2.54,com.alibaba,fastjson,1.2.54,True,True,905.362,0,0,4535,0,0,4535,590973,583993,229,2016,3,2,33,49,49,36513,36513,0,0,0,0.8837315700424709,0,0.8837315700424709,com.yb.socket,socket-mqtt,False,False,,,,,,,,False
alibaba_fastjson_1.2.54,com.alibaba,fastjson,1.2.54,True,True,905.362,0,0,4535,0,0,4535,590973,583993,229,2016,3,2,33,49,49,36513,36513,0,0,0,0.8837315700424709,0,0.8837315700424709,tech.spiro,addrparser,False,False,,,,,,,,False
alibaba_fastjson_1.2.54,com.alibaba,fastjson,1.2.54,True,True,905.362,0,0,4535,0,0,4535,590973,583993,229,2016,3,2,33,49,49,36513,36513,0,0,0,0.8837315700424709,0,0.8837315700424709,com.github.kevin-wang001,poi-el,False,False,,,,,,,,False
alibaba_fastjson_1.2.54,com.alibaba,fastjson,1.2.54,True,True,905.362,0,0,4535,0,0,4535,590973,583993,229,2016,3,2,33,49,49,36513,36513,0,0,0,0.8837315700424709,0,0.8837315700424709,com.cmower,java_demo,False,False,,,,,,,,False
alibaba_fastjson_1.2.62,com.alibaba,fastjson,1.2.62,True,True,2161.632,0,0,4779,0,0,4779,659259,644867,241,2144,6,1,50,54,54,42141,42141,0,0,0,0.8715929442359118,0,0.8715929442359118,com.actiontech,dble,True,True,0,0,242,0,0,242,0.07747450112592431,True
alibaba_fastjson_1.2.62,com.alibaba,fastjson,1.2.62,True,True,2161.632,0,0,4779,0,0,4779,659259,644867,241,2144,6,1,50,54,54,42141,42141,0,0,0,0.8715929442359118,0,0.8715929442359118,com.blinkfox,fenix,False,False,,,,,,,,False
alibaba_fastjson_1.2.62,com.alibaba,fastjson,1.2.62,True,True,2161.632,0,0,4779,0,0,4779,659259,644867,241,2144,6,1,50,54,54,42141,42141,0,0,0,0.8715929442359118,0,0.8715929442359118,me.gv7.tools.burpext,captcha-killer,False,False,,,,,,,,False
alibaba_fastjson_1.2.62,com.alibaba,fastjson,1.2.62,True,True,2161.632,0,0,4779,0,0,4779,659259,644867,241,2144,6,1,50,54,54,42141,42141,0,0,0,0.8715929442359118,0,0.8715929442359118,org.saowu,HttpNetty,False,False,,,,,,,,False
alibaba_fastjson_1.2.41,com.alibaba,fastjson,1.2.41,True,True,662.636,0,0,4176,0,0,4176,536230,516659,217,1791,8,8,39,47,47,35004,35004,0,0,0,0.8651233752897339,0,0.8651233752897339,com.example,facelogin,True,True,0,0,1,0,0,1,0.06941715782580223,False
alibaba_fastjson_1.2.6,com.alibaba,fastjson,1.2.6,True,True,2474.13,0,0,4843,0,0,4843,672389,658915,252,2194,6,1,46,53,53,40479,40479,0,0,0,0.8791517670178152,0,0.8791517670178152,com.keyhunter,serialization-test,True,True,0,0,4,0,0,4,0.7296435815705593,True
alibaba_fastjson_1.2.6,com.alibaba,fastjson,1.2.6,True,True,2474.13,0,0,4843,0,0,4843,672389,658915,252,2194,6,1,46,53,53,40479,40479,0,0,0,0.8791517670178152,0,0.8791517670178152,com.mars,layuicodetool,False,False,,,,,,,,False
alibaba_fastjson_1.2.6,com.alibaba,fastjson,1.2.6,True,True,2474.13,0,0,4843,0,0,4843,672389,658915,252,2194,6,1,46,53,53,40479,40479,0,0,0,0.8791517670178152,0,0.8791517670178152,com.resgate,swarmui,False,False,,,,,,,,False
alibaba_fastjson_1.2.42,com.alibaba,fastjson,1.2.42,True,True,721.429,0,0,4204,0,0,4204,538490,518908,217,1796,8,8,39,47,47,35004,35004,0,0,0,0.8654893948238958,0,0.8654893948238958,com.taofen8.mid,trico-salyut,True,True,0,0,2,0,0,2,0.16018608526593528,False
alibaba_fastjson_1.2.44,com.alibaba,fastjson,1.2.44,True,True,855.526,0,0,4218,0,0,4218,539948,520354,217,1802,8,8,40,47,47,35004,35004,0,0,0,0.8645121253551309,0,0.8645121253551309,whomm,canal2kudu,True,True,0,0,1,0,0,1,0.0,False
alibaba_fastjson_1.2.61,com.alibaba,fastjson,1.2.61,True,True,2082.397,0,0,4735,0,0,4735,654223,639638,241,2133,6,1,51,54,54,42141,42141,0,0,0,0.8711507025741789,0,0.8711507025741789,com.zhongan.dmds,dmds-server,True,True,0,0,8,0,0,8,0.006127591847561785,False
alibaba_fastjson_1.2.61,com.alibaba,fastjson,1.2.61,True,True,2082.397,0,0,4735,0,0,4735,654223,639638,241,2133,6,1,51,54,54,42141,42141,0,0,0,0.8711507025741789,0,0.8711507025741789,org.jenkins-ci,update-center2,True,False,0,0,13,,,,,False
alibaba_fastjson_1.2.58,com.alibaba,fastjson,1.2.58,True,True,2520.912,0,0,4663,0,0,4663,640522,632211,234,2104,2,0,38,52,52,41922,41922,0,0,0,0.8842736953580044,0,0.8842736953580044,person.pluto,natcross,True,True,0,0,1,0,0,1,0.0,False
alibaba_fastjson_1.2.58,com.alibaba,fastjson,1.2.58,True,True,2520.912,0,0,4663,0,0,4663,640522,632211,234,2104,2,0,38,52,52,41922,41922,0,0,0,0.8842736953580044,0,0.8842736953580044,com.didiglobal.pressir,benchmark-thrift,True,True,0,0,54,0,0,54,0.6345475910693302,True
alibaba_fastjson_1.2.58,com.alibaba,fastjson,1.2.58,True,True,2520.912,0,0,4663,0,0,4663,640522,632211,234,2104,2,0,38,52,52,41922,41922,0,0,0,0.8842736953580044,0,0.8842736953580044,me.zhyd.oauth,JustAuth,False,False,,,,,,,,False
alibaba_fastjson_1.2.58,com.alibaba,fastjson,1.2.58,True,True,2520.912,0,0,4663,0,0,4663,640522,632211,234,2104,2,0,38,52,52,41922,41922,0,0,0,0.8842736953580044,0,0.8842736953580044,com.yanceyzhang.tools,wx-chatbot,False,False,,,,,,,,False
alibaba_fastjson_1.2.58,com.alibaba,fastjson,1.2.58,True,True,2520.912,0,0,4663,0,0,4663,640522,632211,234,2104,2,0,38,52,52,41922,41922,0,0,0,0.8842736953580044,0,0.8842736953580044,com.hhu,Netty-UDP,False,False,,,,,,,,False
alibaba_fastjson_1.2.58,com.alibaba,fastjson,1.2.58,True,True,2520.912,0,0,4663,0,0,4663,640522,632211,234,2104,2,0,38,52,52,41922,41922,0,0,0,0.8842736953580044,0,0.8842736953580044,com.zhangyu,coderman,False,False,,,,,,,,False
alibaba_fastjson_1.2.60,com.alibaba,fastjson,1.2.60,True,True,2020.508,0,0,4711,0,0,4711,653308,639696,241,2131,6,1,42,54,54,42141,42141,0,0,0,0.8778011146575818,0,0.8778011146575818,com.switchvov,rocketmq-test,True,True,0,0,1,0,0,1,0.0,False
alibaba_fastjson_1.2.60,com.alibaba,fastjson,1.2.60,True,True,2020.508,0,0,4711,0,0,4711,653308,639696,241,2131,6,1,42,54,54,42141,42141,0,0,0,0.8778011146575818,0,0.8778011146575818,io.mykit.holiday,mykit-holiday,True,True,0,0,8,0,0,8,0.8868937048503612,True
alibaba_fastjson_1.2.71,com.alibaba,fastjson,1.2.71,True,True,2796.171,0,0,4888,0,0,4888,652401,646270,260,2241,2,0,45,99,99,54606,54606,0,0,0,0.8761633549167157,0,0.8761633549167157,com.alibaba,easyexcel,True,True,0,0,108,0,0,108,0.7951343876933714,True
alibaba_fastjson_1.2.71,com.alibaba,fastjson,1.2.71,True,True,2796.171,0,0,4888,0,0,4888,652401,646270,260,2241,2,0,45,99,99,54606,54606,0,0,0,0.8761633549167157,0,0.8761633549167157,com.github.bingoohuang,excel2javabeans,True,True,0,0,35,0,0,35,0.7584508006021623,True
alibaba_fastjson_1.2.71,com.alibaba,fastjson,1.2.71,True,True,2796.171,0,0,4888,0,0,4888,652401,646270,260,2241,2,0,45,99,99,54606,54606,0,0,0,0.8761633549167157,0,0.8761633549167157,me.zhyd.oauth,JustAuth,False,False,,,,,,,,False
alibaba_fastjson_1.2.70,com.alibaba,fastjson,1.2.70,True,True,2579.929,0,0,4860,0,0,4860,673076,659594,252,2194,6,1,46,99,99,54606,54606,0,0,0,0.8791198185590889,0,0.8791198185590889,com.github.dadiyang,http-api-invoker,True,True,0,0,124,0,0,124,0.784975330256247,True
alibaba_fastjson_1.2.70,com.alibaba,fastjson,1.2.70,True,True,2579.929,0,0,4860,0,0,4860,673076,659594,252,2194,6,1,46,99,99,54606,54606,0,0,0,0.8791198185590889,0,0.8791198185590889,com.imadcn.framework,idworker,False,False,,,,,,,,False
alibaba_fastjson_1.2.70,com.alibaba,fastjson,1.2.70,True,True,2579.929,0,0,4860,0,0,4860,673076,659594,252,2194,6,1,46,99,99,54606,54606,0,0,0,0.8791198185590889,0,0.8791198185590889,com.jfinal,jfinal,False,False,,,,,,,,False
alibaba_fastjson_1.2.57,com.alibaba,fastjson,1.2.57,True,True,2169.131,0,1,4646,0,0,4647,3196097,3187858,1794,5264,1273,12,153,50,49,41247,40410,0,3171,115,0.8844832679242098,0.0,0.272660809204039,com.zeroflow,zeroflow,True,True,0,0,4,0,0,4,0.004785131332256001,True
jlawrie_opencsv_2.1,net.sf.opencsv,opencsv,2.1,True,True,152.932,0,0,58,0,0,58,16629,15778,8,70,0,0,4,1,1,12,12,0,0,0,0.8060985144644254,0,0.8060985144644254,nl.digitalekabeltelevisie,DVBinspector,True,True,0,0,3,0,0,3,0.0832447470888029,False
jlawrie_opencsv_2.1,net.sf.opencsv,opencsv,2.1,True,True,152.932,0,0,58,0,0,58,16629,15778,8,70,0,0,4,1,1,12,12,0,0,0,0.8060985144644254,0,0.8060985144644254,br.usp.ime,icdc,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,org.jperf,jperf,True,True,0,0,2,0,0,2,0.5884520884520884,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,safbuilder,safbuilder,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,org.diffkit,diffkit,True,True,0,0,153,0,0,153,0.6596860421561617,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,fr.ens.biologie.genomique,eoulsan,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,com.ibm.wex.relevancyprofiler,relevancy-profiler,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,edu.harvard.iq,dataverse,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,com.alibaba.rocketmq,mq-monitor,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,es.csic.iiia.planes,MASPlanes,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,com.github.markusbernhardt,xml-doclet,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,raisa,visualization,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,com.simple,sftp-fetch,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,fr.inria.gforge.spoon.labs,gumtree-spoon-ast-diff,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,com.wizecommerce,hecuba-client,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,crushpaper,crushpaper,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,ESUtility,ESUtility,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,jp.co.acroquest.acromusashi,acromusashi-stream,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,com.github.jreversepro,jreversepro,True,True,0,0,3,0,0,3,0.2705529039523784,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,de.florian-albrecht.tools,mcf2pdf,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,com.alexholmes,hdfs-slurper,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,org.assertj,assertj-assertions-generator,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,com.amazonaws,aws-dynamodb-mars-json-demo,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,com.amazonaws.services.dynamodbv2,dynamodb-online-index-violation-detector,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,eu.chocolatejar.eclipse,plugin-cleaner,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,io.github.azige.whitespace,whitespace-interpreter,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,com.bah.lucene,lucene-hdfs-directory,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,buddycloud-channel-directory,buddycloud-channel-directory,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,uk.co.cameronhunter.aws,glacier-cli,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,com.github.cereda,duckity,True,True,0,0,1,0,0,1,0.0,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,com.caseystella,spatial_search,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,com.github.cflint,CFLint,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,com.db,logger,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,LCSB-Binning,LCSB-Binning,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,com.cloudera.seismic,seismic,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,com.compomics,utilities,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,be.stophr,ml,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,eu.danieldk.quzah,quzah,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,eu.delving,x3ml,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,dibbhatt,kafka-spark-consumer,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,logstash-forwarder-java,logstash-forwarder-java,False,False,,,,,,,,False
apache_commons-cli_1.2,commons-cli,commons-cli,1.2,True,True,183.883,0,0,187,0,0,187,40042,39604,22,211,1,0,5,1,1,12,12,0,0,0,0.9549650349650349,0,0.9549650349650349,org.codehaus.groovy,groovy,False,False,,,,,,,,False
