GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
empty_project,org.example.listing3,Foo,3,0,0,0,1,0,1,0,1,0
empty_project,org.example.listing2,FooEnum,0,23,0,0,0,5,0,2,0,2
empty_project,org.example.listing1,Foo,3,7,0,0,2,2,1,2,1,2
