"Lib groupId","Lib artifactId","Lib version","size original jar","size debloat jar","# class original","# method original","# debloated classes","# debloated methods","Lib coverage","Client groupId","Client artifactId","Client original test error","Client original test failing","Client original test passing","Client debloat test error","Client debloat test failing","Client debloat test passing","Client coverage","Cover lib"q
io.gsonfire,gson-fire,1.5.1,267383,262444,226,197,141,62,0.09244820672755624,com.ftpix,sherdog-parser,0,0,12,0,0,12,0.748159057437408,True
